Date;Yeld_10Y;Price_10Y;Stock_Price;Dividend;E;CAPE;T_Bill;CPI;Dividend_Yeld;Total_Stock_2;Total_Stock
01.09.1974;0,08;190,71;69,44;3,59;9,11;8,74;0,08;51,10;0,05;157,28;156,92
01.10.1974;0,08;193,93;71,74;3,60;9,04;8,95;0,07;51,50;0,05;163,17;162,77
01.11.1974;0,08;197,18;67,07;3,60;8,96;8,29;0,07;51,90;0,05;153,23;152,91
01.12.1974;0,07;201,72;72,56;3,62;8,89;8,92;0,07;52,10;0,05;166,46;166,06
01.01.1975;0,08;201,16;80,10;3,65;8,74;9,76;0,06;52,50;0,05;184,46;183,94
01.02.1975;0,07;203,39;83,78;3,67;8,60;10,16;0,06;52,70;0,04;193,64;193,07
01.03.1975;0,08;197,10;84,72;3,68;8,45;10,23;0,05;52,90;0,04;196,52;195,93
01.04.1975;0,08;194,48;90,10;3,70;8,29;10,82;0,06;53,20;0,04;209,71;209,05
01.05.1975;0,08;199,36;92,40;3,71;8,12;11,01;0,05;53,60;0,04;215,79;215,08
01.06.1975;0,08;201,78;92,49;3,71;7,96;10,90;0,05;54,20;0,04;216,72;216,01
01.07.1975;0,08;199,87;85,71;3,71;7,89;10,09;0,06;54,30;0,04;201,56;200,95
01.08.1975;0,08;200,97;84,67;3,71;7,83;9,92;0,06;54,60;0,04;199,84;199,25
01.09.1975;0,08;198,89;88,57;3,70;7,76;10,33;0,06;54,90;0,04;209,77;209,12
01.10.1975;0,08;207,99;90,07;3,69;7,83;10,44;0,06;55,30;0,04;214,05;213,38
01.11.1975;0,08;206,15;88,70;3,68;7,89;10,25;0,05;55,50;0,04;211,52;210,87
01.12.1975;0,08;212,89;96,86;3,68;7,96;11,19;0,05;55,60;0,04;231,71;230,94
01.01.1976;0,08;213,69;100,60;3,69;8,19;11,59;0,05;55,80;0,04;241,40;240,56
01.02.1976;0,08;215,52;101,10;3,69;8,43;11,63;0,05;55,90;0,04;243,33;242,49
01.03.1976;0,08;218,54;101,90;3,71;8,66;11,69;0,05;56,10;0,04;246,00;245,14
01.04.1976;0,08;219,78;101,20;3,74;8,86;11,53;0,05;56,50;0,04;245,07;244,21
01.05.1976;0,08;216,87;101,80;3,76;9,05;11,54;0,05;56,80;0,04;247,28;246,41
01.06.1976;0,08;219,79;104,20;3,79;9,25;11,76;0,05;57,10;0,04;253,87;252,97
01.07.1976;0,08;221,23;103,30;3,82;9,35;11,60;0,05;57,40;0,04;252,46;251,56
01.08.1976;0,08;225,71;105,50;3,85;9,45;11,81;0,05;57,60;0,04;258,62;257,68
01.09.1976;0,08;228,86;101,90;3,92;9,55;11,35;0,05;57,90;0,04;250,59;249,72
01.10.1976;0,07;232,37;101,20;3,98;9,67;11,25;0,05;58,00;0,04;249,69;248,82
01.11.1976;0,07;240,53;104,70;4,05;9,79;11,60;0,05;58,20;0,04;259,16;258,23
01.12.1976;0,07;245,36;103,80;4,10;9,91;11,44;0,04;58,50;0,04;257,77;256,86
01.01.1977;0,07;236,71;101,00;4,14;9,97;11,01;0,05;59,10;0,04;251,68;250,81
01.02.1977;0,07;237,35;100,60;4,19;10,02;10,90;0,05;59,50;0,04;251,55;250,68
01.03.1977;0,07;239,32;99,05;4,25;10,08;10,64;0,05;60,00;0,04;248,56;247,72
01.04.1977;0,07;240,30;98,76;4,30;10,19;10,55;0,05;60,30;0,04;248,73;247,89
01.05.1977;0,07;242,96;99,29;4,36;10,31;10,53;0,05;60,70;0,04;250,98;250,13
01.06.1977;0,07;247,52;100,20;4,41;10,42;10,57;0,05;61,00;0,04;254,21;253,34
01.07.1977;0,07;245,23;97,75;4,45;10,52;10,27;0,05;61,20;0,05;248,94;248,10
01.08.1977;0,07;249,14;96,23;4,50;10,61;10,07;0,05;61,40;0,05;246,02;245,21
01.09.1977;0,07;248,40;93,74;4,56;10,71;9,77;0,06;61,60;0,05;240,63;239,86
01.10.1977;0,08;246,35;94,28;4,61;10,77;9,77;0,06;61,90;0,05;243,00;242,22
01.11.1977;0,08;249,11;93,82;4,67;10,83;9,68;0,06;62,10;0,05;242,82;242,04
01.12.1977;0,08;246,76;90,25;4,71;10,89;9,24;0,06;62,50;0,05;234,59;233,89
01.01.1978;0,08;245,69;88,98;4,76;10,90;9,05;0,06;62,90;0,05;232,32;231,64
01.02.1978;0,08;245,66;88,82;4,80;10,91;8,95;0,06;63,40;0,05;232,95;232,26
01.03.1978;0,08;245,49;92,71;4,84;10,92;9,26;0,06;63,90;0,05;244,21;243,45
01.04.1978;0,08;245,68;97,41;4,87;11,02;9,63;0,06;64,50;0,05;257,66;256,80
01.05.1978;0,08;244,43;97,66;4,91;11,13;9,55;0,06;65,20;0,05;259,40;258,54
01.06.1978;0,09;242,93;97,19;4,95;11,23;9,43;0,07;65,70;0,05;259,25;258,39
01.07.1978;0,09;245,64;103,90;4,98;11,34;10,02;0,07;66,00;0,05;278,25;277,26
01.08.1978;0,08;250,16;103,90;5,02;11,46;9,94;0,07;66,50;0,05;279,38;278,38
01.09.1978;0,09;249,11;100,60;5,04;11,57;9,53;0,08;67,10;0,05;271,63;270,70
01.10.1978;0,09;244,43;94,71;5,05;11,82;8,93;0,08;67,40;0,05;256,86;256,05
01.11.1978;0,09;247,84;96,11;5,07;12,08;9,01;0,09;67,70;0,05;261,81;260,96
01.12.1978;0,09;245,05;99,71;5,11;12,33;9,26;0,09;68,30;0,05;272,77;271,85
01.01.1979;0,09;250,10;98,23;5,16;12,65;9,00;0,09;69,10;0,05;269,90;269,01
01.02.1979;0,09;248,43;100,10;5,20;12,98;9,07;0,09;69,80;0,05;276,23;275,29
01.03.1979;0,09;251,29;102,10;5,25;13,30;9,13;0,09;70,60;0,05;282,96;281,97
01.04.1979;0,09;249,35;99,73;5,29;13,53;8,79;0,09;71,50;0,05;277,61;276,68
01.05.1979;0,09;255,96;101,70;5,34;13,75;8,85;0,10;72,30;0,05;284,33;283,35
01.06.1979;0,09;262,07;102,70;5,40;13,98;8,83;0,09;73,10;0,05;288,39;287,38
01.07.1979;0,09;260,60;107,40;5,45;14,20;9,13;0,09;73,80;0,05;302,86;301,75
01.08.1979;0,09;258,72;108,60;5,51;14,41;9,11;0,10;74,60;0,05;307,54;306,39
01.09.1979;0,09;257,43;104,50;5,56;14,63;8,68;0,10;75,20;0,05;297,24;296,18
01.10.1979;0,11;239,63;103,70;5,60;14,71;8,52;0,12;75,90;0,05;296,29;295,25
01.11.1979;0,10;246,74;107,80;5,65;14,78;8,75;0,12;76,70;0,05;309,35;308,21
01.12.1979;0,10;249,63;110,90;5,70;14,86;8,85;0,12;77,80;0,05;319,61;318,40
01.01.1980;0,11;239,96;115,30;5,75;15,00;9,05;0,12;78,90;0,05;333,67;332,35
01.02.1980;0,13;221,02;104,70;5,80;15,15;8,08;0,13;80,10;0,06;304,39;303,33
01.03.1980;0,13;224,35;103,00;5,85;15,29;7,84;0,15;81,00;0,06;300,87;299,84
01.04.1980;0,11;252,05;107,70;5,89;15,17;8,10;0,13;81,80;0,05;316,03;314,89
01.05.1980;0,10;262,20;114,60;5,94;15,06;8,51;0,09;82,70;0,05;337,73;336,42
01.06.1980;0,10;267,03;119,80;5,98;14,94;8,88;0,07;82,70;0,05;354,53;353,09
01.07.1980;0,11;258,53;123,50;6,03;14,84;9,07;0,08;83,30;0,05;366,96;365,43
01.08.1980;0,12;248,97;126,50;6,07;14,74;9,20;0,09;84,00;0,05;377,38;375,77
01.09.1980;0,12;246,93;130,20;6,10;14,64;9,36;0,10;84,80;0,05;389,93;388,23
01.10.1980;0,12;241,07;135,70;6,13;14,70;9,65;0,12;85,50;0,05;407,93;406,09
01.11.1980;0,13;240,10;133,50;6,16;14,76;9,39;0,14;86,30;0,05;402,86;401,07
01.12.1980;0,12;246,55;133,00;6,20;14,82;9,26;0,15;87,00;0,05;402,91;401,12
01.01.1981;0,13;245,68;128,40;6,24;14,74;8,83;0,15;87,90;0,05;390,55;388,87
01.02.1981;0,13;238,33;133,20;6,28;14,66;9,08;0,15;88,50;0,05;406,75;404,94
01.03.1981;0,13;244,90;134,40;6,32;14,58;9,09;0,13;89,10;0,05;412,02;410,17
01.04.1981;0,14;234,97;131,70;6,35;14,72;8,82;0,14;89,80;0,05;405,36;403,58
01.05.1981;0,14;245,45;132,30;6,39;14,87;8,77;0,16;90,60;0,05;408,85;407,04
01.06.1981;0,14;243,52;129,10;6,43;15,01;8,45;0,15;91,60;0,05;400,62;398,89
01.07.1981;0,15;236,19;129,60;6,48;15,10;8,40;0,15;92,30;0,05;403,84;402,10
01.08.1981;0,15;230,34;118,30;6,52;15,18;7,58;0,16;93,20;0,06;370,33;368,88
01.09.1981;0,16;228,42;119,80;6,56;15,27;7,65;0,15;93,40;0,05;376,73;375,24
01.10.1981;0,15;245,67;122,90;6,59;15,30;7,81;0,14;93,70;0,05;388,21;386,63
01.11.1981;0,13;268,78;123,80;6,63;15,33;7,83;0,11;94,00;0,05;392,80;391,19
01.12.1981;0,14;259,66;117,30;6,66;15,36;7,39;0,11;94,30;0,06;373,93;372,50
01.01.1982;0,14;260,50;114,50;6,69;15,18;7,18;0,12;94,60;0,06;366,78;365,42
01.02.1982;0,14;265,08;110,80;6,72;14,99;6,95;0,13;94,50;0,06;356,73;355,46
01.03.1982;0,14;266,10;116,30;6,75;14,81;7,26;0,13;94,90;0,06;376,24;374,82
01.04.1982;0,14;273,62;116,40;6,78;14,60;7,19;0,13;95,80;0,06;378,40;376,97
01.05.1982;0,14;279,12;109,70;6,81;14,38;6,69;0,12;97,00;0,06;358,46;357,22
01.06.1982;0,14;271,73;109,40;6,82;14,17;6,64;0,12;97,50;0,06;359,34;358,10
01.07.1982;0,14;286,04;109,70;6,84;13,97;6,64;0,11;97,70;0,06;362,19;360,94
01.08.1982;0,13;303,05;122,40;6,85;13,76;7,40;0,09;97,90;0,06;406,01;404,41
01.09.1982;0,12;325,18;132,70;6,86;13,56;8,00;0,08;98,20;0,05;442,07;440,18
01.10.1982;0,11;348,32;138,10;6,86;13,25;8,35;0,08;98,00;0,05;461,97;459,92
01.11.1982;0,11;349,76;139,40;6,87;12,95;8,47;0,08;97,60;0,05;468,23;466,13
01.12.1982;0,10;362,09;144,30;6,88;12,64;8,76;0,08;97,80;0,05;486,62;484,37
01.01.1983;0,11;355,66;146,80;6,90;12,57;8,91;0,08;97,90;0,05;496,98;494,66
01.02.1983;0,10;370,42;151,90;6,91;12,49;9,23;0,08;97,90;0,05;516,20;513,72
01.03.1983;0,11;365,76;157,70;6,92;12,42;9,53;0,08;98,60;0,04;537,87;535,21
01.04.1983;0,10;376,84;164,10;6,93;12,48;9,87;0,08;99,20;0,04;561,67;558,82
01.05.1983;0,11;367,87;166,40;6,94;12,53;10,00;0,08;99,50;0,04;571,52;568,59
01.06.1983;0,11;367,90;167,00;6,96;12,59;10,01;0,09;99,90;0,04;575,57;572,62
01.07.1983;0,12;354,29;162,40;6,98;12,83;9,73;0,09;100,20;0,04;561,72;558,90
01.08.1983;0,12;353,31;167,20;7,00;13,06;9,98;0,09;100,70;0,04;580,34;577,37
01.09.1983;0,11;367,98;167,70;7,03;13,30;10,00;0,09;101,00;0,04;584,11;581,11
01.10.1983;0,12;365,12;165,20;7,06;13,54;9,85;0,09;101,20;0,04;577,45;574,52
01.11.1983;0,12;371,02;164,40;7,09;13,79;9,82;0,09;101,30;0,04;576,72;573,80
01.12.1983;0,12;370,56;166,40;7,12;14,03;9,89;0,09;101,90;0,04;585,82;582,82
01.01.1984;0,12;377,42;157,30;7,15;14,44;9,32;0,09;102,40;0,05;555,88;553,16
01.02.1984;0,12;373,13;157,40;7,18;14,85;9,33;0,09;102,60;0,05;558,35;555,61
01.03.1984;0,13;366,66;157,60;7,22;15,26;9,31;0,10;103,10;0,05;561,19;558,44
01.04.1984;0,13;364,61;156,60;7,27;15,57;9,23;0,10;103,40;0,05;559,79;557,06
01.05.1984;0,14;347,46;153,10;7,31;15,89;9,01;0,10;103,70;0,05;549,46;546,82
01.06.1984;0,14;352,78;151,10;7,33;16,20;8,87;0,10;104,10;0,05;544,47;541,89
01.07.1984;0,13;374,92;164,40;7,36;16,32;9,62;0,10;104,50;0,04;594,60;591,61
01.08.1984;0,13;381,44;166,10;7,38;16,44;9,69;0,10;105,00;0,04;602,98;599,92
01.09.1984;0,12;392,34;164,80;7,43;16,56;9,60;0,10;105,30;0,05;600,51;597,48
01.10.1984;0,12;411,78;166,30;7,48;16,59;9,69;0,10;105,30;0,04;608,24;605,16
01.11.1984;0,12;420,85;164,50;7,53;16,61;9,60;0,09;105,30;0,05;603,95;600,91
01.12.1984;0,12;425,65;171,60;7,57;16,64;10,00;0,08;105,50;0,04;632,34;629,06
01.01.1985;0,11;439,30;180,90;7,62;16,56;10,49;0,08;106,00;0,04;668,95;665,36
01.02.1985;0,12;424,76;179,40;7,66;16,47;10,37;0,08;106,40;0,04;665,76;662,21
01.03.1985;0,12;435,37;180,60;7,69;16,39;10,40;0,09;106,90;0,04;672,59;668,99
01.04.1985;0,11;445,70;184,90;7,71;16,13;10,61;0,08;107,30;0,04;691,00;687,24
01.05.1985;0,10;480,81;188,90;7,74;15,87;10,81;0,07;107,60;0,04;708,36;704,46
01.06.1985;0,10;485,81;192,50;7,77;15,61;11,00;0,07;107,80;0,04;724,29;720,25
01.07.1985;0,11;480,55;188,30;7,81;15,48;10,74;0,07;108,00;0,04;710,93;707,03
01.08.1985;0,10;493,32;184,10;7,84;15,36;10,47;0,07;108,30;0,04;697,54;693,76
01.09.1985;0,10;496,64;186,20;7,86;15,23;10,55;0,07;108,70;0,04;707,98;704,12
01.10.1985;0,10;510,14;197,50;7,88;15,02;11,16;0,07;109,00;0,04;753,44;749,19
01.11.1985;0,10;527,91;207,30;7,90;14,82;11,69;0,07;109,30;0,04;793,34;788,74
01.12.1985;0,09;552,28;208,20;7,94;14,61;11,72;0,07;109,60;0,04;799,32;794,68
01.01.1986;0,09;553,58;219,40;7,98;14,58;12,39;0,07;109,30;0,04;844,87;839,83
01.02.1986;0,08;593,10;232,30;8,02;14,55;13,19;0,07;108,80;0,03;897,12;891,63
01.03.1986;0,07;627,59;238,00;8,05;14,52;13,55;0,07;108,60;0,03;921,72;916,02
01.04.1986;0,07;631,89;238,50;8,07;14,58;13,56;0,06;108,90;0,03;926,26;920,53
01.05.1986;0,08;607,23;245,30;8,10;14,65;13,89;0,06;109,50;0,03;955,29;949,31
01.06.1986;0,07;640,87;240,20;8,14;14,71;13,62;0,06;109,50;0,03;938,08;932,25
01.07.1986;0,07;645,24;245,00;8,19;14,76;13,89;0,06;109,70;0,03;959,49;953,48
01.08.1986;0,07;667,01;238,30;8,23;14,80;13,47;0,06;110,20;0,03;935,93;930,15
01.09.1986;0,07;647,78;237,40;8,25;14,85;13,43;0,05;110,30;0,03;935,10;929,33
01.10.1986;0,07;656,76;245,10;8,26;14,73;13,87;0,05;110,40;0,03;968,14;962,08
01.11.1986;0,07;669,53;248,60;8,28;14,60;14,09;0,05;110,50;0,03;984,69;978,49
01.12.1986;0,07;669,77;264,50;8,30;14,48;14,92;0,06;111,20;0,03;1050,41;1043,63
01.01.1987;0,07;676,16;280,90;8,32;14,69;15,82;0,05;111,60;0,03;1118,29;1110,91
01.02.1987;0,07;679,73;292,50;8,34;14,89;16,43;0,06;112,10;0,03;1167,24;1159,43
01.03.1987;0,08;668,78;289,30;8,40;15,10;16,20;0,06;112,70;0,03;1157,26;1149,55
01.04.1987;0,08;641,62;289,10;8,46;14,87;16,16;0,06;113,10;0,03;1159,28;1151,56
01.05.1987;0,08;634,13;301,40;8,52;14,65;16,83;0,06;113,50;0,03;1211,45;1203,27
01.06.1987;0,08;643,25;310,10;8,57;14,42;17,31;0,06;113,80;0,03;1249,29;1240,77
01.07.1987;0,09;635,92;329,40;8,61;14,90;18,33;0,06;114,40;0,03;1329,93;1320,70
01.08.1987;0,09;626,52;318,70;8,66;15,38;17,68;0,06;115,00;0,03;1289,65;1280,79
01.09.1987;0,10;606,36;280,20;8,71;15,86;15,53;0,06;115,30;0,03;1136,79;1129,38
01.10.1987;0,09;640,80;245,00;8,76;16,41;13,59;0,06;115,40;0,04;996,94;990,87
01.11.1987;0,09;640,98;241,00;8,81;16,95;13,39;0,06;115,40;0,04;983,65;977,71
01.12.1987;0,09;652,46;250,50;8,86;17,50;13,90;0,06;115,70;0,04;1025,44;1019,13
01.01.1988;0,08;682,11;258,10;8,90;17,86;14,30;0,06;116,00;0,03;1059,59;1052,98
01.02.1988;0,08;691,38;265,70;8,95;18,23;14,67;0,06;116,50;0,03;1093,85;1086,94
01.03.1988;0,09;677,40;262,60;9,04;18,59;14,43;0,06;117,10;0,03;1084,19;1077,38
01.04.1988;0,09;669,02;256,10;9,14;19,62;14,03;0,06;117,50;0,04;1060,50;1053,91
01.05.1988;0,09;659,80;270,70;9,23;20,64;14,77;0,06;118,00;0,03;1124,14;1116,99
01.06.1988;0,09;681,21;269,10;9,31;21,67;14,61;0,06;118,50;0,03;1120,72;1113,61
01.07.1988;0,09;673,06;263,70;9,38;22,02;14,24;0,07;119,00;0,04;1101,49;1094,56
01.08.1988;0,09;672,57;268,00;9,46;22,38;14,37;0,07;119,80;0,04;1122,74;1115,63
01.09.1988;0,09;694,39;277,40;9,55;22,73;14,81;0,07;120,20;0,03;1165,45;1157,96
01.10.1988;0,09;709,55;271,00;9,64;23,07;14,45;0,07;120,30;0,04;1141,94;1134,68
01.11.1988;0,09;695,89;276,50;9,75;23,42;14,70;0,08;120,50;0,04;1168,54;1161,04
01.12.1988;0,09;697,57;285,40;9,81;23,75;15,09;0,08;121,10;0,03;1209,61;1201,74
01.01.1989;0,09;708,75;294,00;9,90;24,16;15,47;0,08;121,60;0,03;1249,55;1241,32
01.02.1989;0,09;700,05;292,70;10,01;24,56;15,30;0,09;122,30;0,03;1247,58;1239,37
01.03.1989;0,09;706,38;302,30;10,09;24,96;15,69;0,09;123,10;0,03;1292,08;1283,47
01.04.1989;0,09;724,64;313,90;10,19;25,05;16,19;0,09;123,80;0,03;1345,29;1336,19
01.05.1989;0,09;750,12;323,70;10,37;25,13;16,64;0,08;124,10;0,03;1390,99;1381,47
01.06.1989;0,08;780,73;331,90;10,42;25,22;17,01;0,08;124,40;0,03;1429,96;1420,09
01.07.1989;0,08;800,89;346,60;10,55;24,71;17,73;0,08;124,60;0,03;1497,08;1486,58
01.08.1989;0,08;782,57;347,30;10,73;24,20;17,71;0,08;125,00;0,03;1503,97;1493,41
01.09.1989;0,08;785,34;347,40;10,80;23,69;17,64;0,08;125,60;0,03;1508,29;1497,71
01.10.1989;0,08;811,55;340,20;10,92;23,43;17,24;0,08;125,90;0,03;1480,99;1470,68
01.11.1989;0,08;821,33;348,60;11,06;23,16;17,65;0,08;126,10;0,03;1521,57;1510,88
01.12.1989;0,08;821,68;339,97;11,14;22,87;17,05;0,08;127,40;0,03;1487,95;1477,60
01.01.1990;0,08;799,87;330,45;11,23;22,49;16,51;0,08;128,00;0,03;1450,38;1440,41
01.02.1990;0,09;801,26;338,46;11,32;22,08;16,83;0,08;128,70;0,03;1489,68;1479,34
01.03.1990;0,09;799,57;338,18;11,44;21,67;16,81;0,08;128,90;0,03;1492,64;1482,28
01.04.1990;0,09;785,19;350,25;11,55;21,53;17,39;0,08;129,20;0,03;1550,16;1539,26
01.05.1990;0,09;813,85;360,39;11,66;21,40;17,82;0,08;129,90;0,03;1599,34;1587,97
01.06.1990;0,08;828,86;360,03;11,73;21,26;17,75;0,08;130,40;0,03;1602,08;1590,70
01.07.1990;0,08;838,54;330,75;11,78;21,42;16,17;0,08;131,60;0,04;1476,16;1466,06
01.08.1990;0,09;817,09;315,41;11,83;21,58;15,30;0,07;132,70;0,04;1412,09;1402,64
01.09.1990;0,09;825,26;307,12;11,93;21,74;14,82;0,07;133,50;0,04;1379,43;1370,32
01.10.1990;0,09;840,54;315,29;12,01;21,61;15,19;0,07;133,80;0,04;1420,62;1411,12
01.11.1990;0,08;868,50;328,75;12,09;21,47;15,85;0,07;133,80;0,04;1485,81;1475,69
01.12.1990;0,08;885,00;325,49;12,11;21,34;15,61;0,07;134,60;0,04;1475,64;1465,63
01.01.1991;0,08;893,95;362,26;12,11;21,18;17,35;0,06;134,80;0,03;1646,91;1635,28
01.02.1991;0,08;900,53;372,28;12,11;21,03;17,82;0,06;135,00;0,03;1697,05;1684,94
01.03.1991;0,08;904,73;379,68;12,13;20,94;18,16;0,06;135,20;0,03;1735,39;1722,92
01.04.1991;0,08;912,63;377,99;12,14;20,36;18,04;0,06;135,60;0,03;1732,29;1719,87
01.05.1991;0,08;916,27;378,29;12,15;19,86;18,02;0,05;136,00;0,03;1738,31;1725,83
01.06.1991;0,08;911,40;380,23;12,19;19,41;18,10;0,06;136,20;0,03;1751,89;1739,30
01.07.1991;0,08;920,10;389,40;12,24;18,84;18,51;0,06;136,60;0,03;1798,84;1785,80
01.08.1991;0,08;950,20;387,20;12,28;18,33;18,36;0,05;137,20;0,03;1793,41;1780,43
01.09.1991;0,07;979,40;386,88;12,25;17,82;18,35;0,05;137,40;0,03;1796,65;1783,66
01.10.1991;0,07;985,50;385,92;12,23;17,20;18,29;0,05;137,80;0,03;1796,93;1783,94
01.11.1991;0,07;997,79;388,51;12,20;16,59;18,44;0,05;137,90;0,03;1813,72;1800,58
01.12.1991;0,07;1051,78;416,08;12,24;15,97;19,77;0,04;138,10;0,03;1947,19;1932,77
01.01.1992;0,07;1013,69;412,56;12,28;16,05;19,58;0,04;138,60;0,03;1935,50;1921,21
01.02.1992;0,07;1022,70;407,36;12,32;16,12;19,28;0,04;139,30;0,03;1915,93;1901,84
01.03.1992;0,08;1009,85;407,41;12,32;16,19;19,30;0,04;139,50;0,03;1920,99;1906,86
01.04.1992;0,08;1011,33;414,81;12,32;16,48;19,66;0,04;139,70;0,03;1960,72;1946,22
01.05.1992;0,07;1037,46;408,27;12,32;16,77;19,32;0,04;140,20;0,03;1934,66;1920,43
01.06.1992;0,07;1057,64;415,05;12,34;17,05;19,62;0,04;140,50;0,03;1971,66;1957,08
01.07.1992;0,07;1095,71;417,93;12,37;17,38;19,72;0,03;140,90;0,03;1990,24;1975,49
01.08.1992;0,07;1109,72;418,48;12,40;17,71;19,71;0,03;141,30;0,03;1997,78;1982,96
01.09.1992;0,06;1136,01;412,50;12,39;18,04;19,37;0,03;141,80;0,03;1974,16;1959,59
01.10.1992;0,07;1107,22;422,84;12,38;18,39;19,83;0,03;142,00;0,03;2028,59;2013,49
01.11.1992;0,07;1101,73;435,64;12,39;18,74;20,45;0,03;141,90;0,03;2094,95;2079,22
01.12.1992;0,07;1127,84;435,23;12,41;19,09;20,32;0,03;142,60;0,03;2097,95;2082,20
01.01.1993;0,06;1159,53;441,70;12,45;19,34;20,55;0,03;143,10;0,03;2134,14;2118,04
01.02.1993;0,06;1196,52;450,16;12,48;19,59;20,86;0,03;143,60;0,03;2180,04;2163,51
01.03.1993;0,06;1202,53;443,08;12,49;19,84;20,46;0,03;144,00;0,03;2150,79;2134,56
01.04.1993;0,06;1206,80;445,25;12,51;19,67;20,52;0,03;144,20;0,03;2166,39;2150,01
01.05.1993;0,06;1203,14;448,06;12,52;19,50;20,61;0,03;144,40;0,03;2185,13;2168,59
01.06.1993;0,06;1241,64;447,29;12,52;19,33;20,56;0,03;144,40;0,03;2186,47;2169,92
01.07.1993;0,06;1244,86;454,13;12,52;19,69;20,81;0,03;144,80;0,03;2225,00;2208,09
01.08.1993;0,05;1286,78;459,24;12,52;20,05;20,99;0,03;145,10;0,03;2255,15;2237,95
01.09.1993;0,05;1297,52;463,90;12,54;20,41;21,11;0,03;145,70;0,03;2283,17;2265,70
01.10.1993;0,05;1300,40;462,89;12,56;20,90;21,04;0,03;145,80;0,03;2283,35;2265,89
01.11.1993;0,06;1267,53;465,95;12,58;21,39;21,16;0,03;145,80;0,03;2303,61;2285,97
01.12.1993;0,06;1273,69;472,99;12,62;21,89;21,41;0,03;146,20;0,03;2343,62;2325,59
01.01.1994;0,06;1292,29;471,58;12,67;22,16;21,26;0,03;146,70;0,03;2341,86;2323,86
01.02.1994;0,06;1255,73;463,81;12,71;22,43;20,83;0,03;147,20;0,03;2308,54;2290,88
01.03.1994;0,07;1206,58;447,23;12,75;22,71;20,06;0,04;147,40;0,03;2231,30;2214,43
01.04.1994;0,07;1188,74;450,90;12,80;23,54;20,20;0,04;147,50;0,03;2254,93;2237,84
01.05.1994;0,07;1186,56;454,83;12,84;24,37;20,29;0,04;148,00;0,03;2279,94;2262,61
01.06.1994;0,07;1179,62;451,40;12,87;25,20;20,07;0,04;148,40;0,03;2268,12;2250,92
01.07.1994;0,07;1205,07;464,24;12,90;25,91;20,54;0,04;149,00;0,03;2338,04;2320,16
01.08.1994;0,07;1206,31;466,96;12,92;26,62;20,58;0,04;149,40;0,03;2357,16;2339,10
01.09.1994;0,08;1177,89;463,81;13,01;27,33;20,40;0,05;149,50;0,03;2346,73;2328,80
01.10.1994;0,08;1170,12;461,01;13,10;28,42;20,21;0,05;149,70;0,03;2338,09;2320,25
01.11.1994;0,08;1169,80;455,19;13,17;29,51;19,91;0,05;149,70;0,03;2314,14;2296,55
01.12.1994;0,08;1183,08;465,25;13,18;30,60;20,22;0,06;150,30;0,03;2370,86;2352,73
01.01.1995;0,08;1210,34;481,92;13,18;31,25;20,80;0,06;150,90;0,03;2461,41;2442,39
01.02.1995;0,07;1250,18;493,15;13,17;31,90;21,15;0,06;151,40;0,03;2524,37;2504,74
01.03.1995;0,07;1259,45;507,91;13,24;32,55;21,64;0,06;151,90;0,03;2605,58;2585,15
01.04.1995;0,07;1278,54;523,81;13,31;33,18;22,20;0,06;152,20;0,03;2692,83;2671,55
01.05.1995;0,06;1357,86;539,35;13,36;33,80;22,72;0,06;152,50;0,02;2778,44;2756,32
01.06.1995;0,06;1373,94;557,37;13,44;34,43;23,38;0,05;152,50;0,02;2877,04;2853,95
01.07.1995;0,06;1357,17;559,11;13,51;34,68;23,28;0,05;152,90;0,02;2891,84;2868,61
01.08.1995;0,06;1381,30;578,77;13,58;34,93;23,95;0,05;153,20;0,02;2999,37;2975,08
01.09.1995;0,06;1399,68;582,92;13,65;35,18;23,93;0,05;153,70;0,02;3026,78;3002,22
01.10.1995;0,06;1421,34;595,53;13,72;34,77;24,35;0,05;153,60;0,02;3098,19;3072,93
01.11.1995;0,06;1457,17;614,57;13,79;34,37;25,03;0,05;153,50;0,02;3203,22;3176,92
01.12.1995;0,06;1483,94;614,42;13,89;33,96;24,76;0,05;154,40;0,02;3208,47;3182,13
01.01.1996;0,06;1488,60;649,54;14,00;33,99;25,98;0,05;154,90;0,02;3397,96;3369,74
01.02.1996;0,06;1437,57;647,07;14,10;34,01;25,63;0,05;155,70;0,02;3391,19;3363,04
01.03.1996;0,06;1422,94;647,17;14,16;34,04;25,42;0,05;156,30;0,02;3397,89;3369,69
01.04.1996;0,07;1397,79;661,23;14,21;34,33;25,81;0,05;156,60;0,02;3477,93;3448,94
01.05.1996;0,07;1386,66;668,50;14,27;34,62;25,97;0,05;156,70;0,02;3522,42;3492,99
01.06.1996;0,07;1406,47;644,07;14,40;34,91;24,86;0,05;157,00;0,02;3400,02;3371,85
01.07.1996;0,07;1407,34;662,68;14,53;35,27;25,41;0,05;157,30;0,02;3504,66;3475,44
01.08.1996;0,07;1399,38;674,88;14,66;35,64;25,68;0,05;157,80;0,02;3575,64;3545,71
01.09.1996;0,07;1431,52;701,46;14,74;36,00;26,48;0,05;158,30;0,02;3722,97;3691,57
01.10.1996;0,06;1475,96;735,67;14,82;36,91;27,59;0,05;158,60;0,02;3911,09;3877,80
01.11.1996;0,06;1517,53;743,25;14,90;37,82;27,72;0,05;158,60;0,02;3957,99;3924,24
